,playerID,birthYear,birthMonth,birthDay,nameFirst,nameLast
2252,burriem01,1985.0,1.0,17.0,Emmanuel,Burriss
2253,burrila01,1937.0,7.0,10.0,Larry,Burright
2254,burripa01,1923.0,7.0,21.0,Paul,Burris
2255,burrira01,1950.0,8.0,22.0,Ray,Burris
2256,burrohe01,1845.0,2.0,3.0,Henry,Burroughs
2257,burroje01,1951.0,3.0,7.0,Jeff,Burroughs
2258,burrojo01,1913.0,10.0,30.0,John,Burrows
2259,burrose01,1980.0,9.0,12.0,Sean,Burroughs
2260,burrote01,1968.0,11.0,28.0,Terry,Burrows
2261,burrudi01,1898.0,1.0,29.0,Dick,Burrus
2262,burtfr01,,,,Frank,Burt
2263,burtoel01,1936.0,8.0,12.0,Ellis,Burton
2264,burtoja01,1981.0,6.0,2.0,Jared,Burton
2265,burtoji01,1949.0,10.0,27.0,Jim,Burton
2266,burtsmo01,1922.0,4.0,18.0,Moe,Burtschy
2267,burttde01,1957.0,11.0,29.0,Dennis,Burtt
2268,burwebi01,1895.0,3.0,27.0,Bill,Burwell
2269,burwedi01,1940.0,1.0,23.0,Dick,Burwell
2270,busbyji01,1927.0,1.0,8.0,Jim,Busby
2271,busbymi01,1972.0,12.0,27.0,Mike,Busby
2272,busbypa01,1918.0,8.0,25.0,Paul,Busby
2273,busbyst01,1949.0,9.0,29.0,Steve,Busby
2274,buschbr01,1981.0,4.0,18.0,Brian,Buscher
2275,buschdo01,1946.0,4.0,29.0,Don,Buschhorn
2276,busched01,1917.0,11.0,16.0,Ed,Busch
2277,buschmi01,1968.0,7.0,7.0,Mike,Busch
2278,bushda01,1979.0,11.0,9.0,Dave,Bush
2279,bushdo01,1887.0,10.0,8.0,Donie,Bush
2280,bushefr01,1906.0,8.0,1.0,Frank,Bushey
2281,busheja01,1886.0,8.0,29.0,Jack,Bushelman
2282,bushgu01,1901.0,8.0,23.0,Guy,Bush
2283,bushho01,1972.0,11.0,12.0,Homer,Bush
2284,bushich01,1967.0,11.0,4.0,Chris,Bushing
2285,bushjo01,1892.0,11.0,27.0,Bullet Joe,Bush
2286,bushodo01,1856.0,9.0,15.0,Doc,Bushong
2287,bushra01,1958.0,10.0,5.0,Randy,Bush
2288,buskejo01,1902.0,12.0,18.0,Joe,Buskey
2289,buskemi01,1949.0,1.0,13.0,Mike,Buskey
2290,busketo01,1947.0,2.0,20.0,Tom,Buskey
2291,bussera01,1948.0,9.0,25.0,Ray,Busse
2292,bussni01,1986.0,12.0,15.0,Nick,Buss
2293,butchha01,1886.0,7.0,12.0,Hank,Butcher
2294,butchjo01,1957.0,3.0,8.0,John,Butcher
2295,butchma01,1910.0,9.0,21.0,Max,Butcher
2296,butchmi01,1965.0,5.0,10.0,Mike,Butcher
2297,buterdr01,1983.0,8.0,9.0,Drew,Butera
2298,butersa01,1952.0,9.0,25.0,Sal,Butera
2299,butkaed01,1916.0,1.0,7.0,Ed,Butka
2300,butlabi01,1918.0,3.0,22.0,Bill,Butland
2301,butlead01,1973.0,8.0,17.0,Adam,Butler
2302,butlear01,1887.0,12.0,19.0,Art,Butler
2303,butlebi01,1861.0,,,Bill,Butler
2304,butlebi02,1947.0,3.0,12.0,Bill,Butler
2305,butlebi03,1986.0,4.0,18.0,Billy,Butler
2306,butlebr01,1957.0,6.0,15.0,Brett,Butler
2307,butlebr02,1978.0,2.0,11.0,Brent,Butler
2308,butlece01,1937.0,10.0,23.0,Cecil,Butler
2309,butlech01,1906.0,5.0,12.0,Charlie,Butler
2310,butleda01,1986.0,10.0,17.0,Dan,Butler
2311,butledi01,1869.0,12.0,,Dick,Butler
2312,butleed01,1991.0,3.0,13.0,Eddie,Butler
2313,butlefr01,1860.0,7.0,18.0,Frank,Butler
2314,butleik01,1873.0,8.0,22.0,Ike,Butler
2315,butlejo01,1879.0,7.0,26.0,John,Butler
2316,butlejo02,1893.0,3.0,20.0,Johnny,Butler
2317,butlejo03,1984.0,12.0,11.0,Josh,Butler
2318,butlejo04,1986.0,3.0,12.0,Joey,Butler
2319,butleke01,1989.0,1.0,30.0,Keith,Butler
2320,butleki01,1861.0,5.0,,Kid,Butler
2321,butleki02,1887.0,8.0,9.0,Kid,Butler
2322,butleor99,1854.0,11.0,18.0,Ormond,Butler
2323,butleri01,1973.0,5.0,1.0,Rich,Butler
2324,butlero01,1970.0,4.0,10.0,Rob,Butler
2325,buttefr01,1851.0,5.0,13.0,Frank,Buttery
2326,butteto01,1938.0,4.0,8.0,Tom,Butters
2327,buxtoby01,1993.0,12.0,18.0,Byron,Buxton
2328,buxtora01,1911.0,6.0,7.0,Ralph,Buxton
2329,buzasjo01,1919.0,10.0,2.0,Joe,Buzas
2330,buzhajo01,1936.0,8.0,17.0,John,Buzhardt
2331,byerlbu01,1920.0,10.0,26.0,Bud,Byerly
2332,byersbi01,1877.0,10.0,3.0,Bill,Byers
2333,byersbu01,1875.0,12.0,19.0,Burley,Bayer
2334,byersra01,1964.0,10.0,2.0,Randy,Byers
2335,bynumfr01,1980.0,3.0,15.0,Freddie,Bynum
2336,bynummi01,1978.0,3.0,20.0,Mike,Bynum
2337,byrdati01,1973.0,10.0,31.0,Tim,Byrdak
2338,byrdha01,1925.0,2.0,3.0,Harry,Byrd
2339,byrdje01,1956.0,11.0,11.0,Jeff,Byrd
2340,byrdji01,1968.0,10.0,3.0,Jim,Byrd
2341,byrdma01,1977.0,8.0,30.0,Marlon,Byrd
2342,byrdpa01,1970.0,12.0,3.0,Paul,Byrd
2343,byrdsa01,1906.0,10.0,15.0,Samuel,Byrd
2344,byrnebo01,1884.0,12.0,31.0,Bobby,Byrne
2345,byrnech99,1843.0,9.0,,Charlie,Byrne
2346,byrneer01,1976.0,2.0,16.0,Eric,Byrnes
2347,byrneje01,1907.0,2.0,2.0,Jerry,Byrne
2348,byrneji01,1880.0,1.0,5.0,Jim,Byrnes
2349,byrnemi01,1916.0,11.0,15.0,Milt,Byrnes
2350,byrneto01,1919.0,12.0,31.0,Tommy,Byrne
2351,bystrma01,1958.0,7.0,26.0,Marty,Bystrom
2352,cabalpu01,1927.0,11.0,5.0,Putsy,Caballero
2353,cabelen01,1949.0,10.0,8.0,Enos,Cabell
2354,cabrace01,1989.0,2.0,11.0,Cesar,Cabral
2355,cabreal01,1881.0,5.0,11.0,Al,Cabrera
2356,cabreal02,1971.0,12.0,24.0,Alex,Cabrera
2357,cabreal03,1988.0,10.0,25.0,Alberto,Cabrera
2358,cabreas01,1985.0,11.0,13.0,Asdrubal,Cabrera
2359,cabreda01,1981.0,5.0,28.0,Daniel,Cabrera
2360,cabreed01,1987.0,10.0,20.0,Edwar,Cabrera
2361,cabreev01,1986.0,11.0,17.0,Everth,Cabrera
2362,cabrefe01,1981.0,11.0,16.0,Fernando,Cabrera
2363,cabrefr01,1966.0,10.0,10.0,Francisco,Cabrera
2364,cabrejo01,1972.0,3.0,24.0,Jose,Cabrera
2365,cabrejo02,1972.0,12.0,8.0,Jolbert,Cabrera
2366,cabreme01,1984.0,8.0,11.0,Melky,Cabrera
2367,cabremi01,1983.0,4.0,18.0,Miguel,Cabrera
2368,cabreor01,1974.0,11.0,2.0,Orlando,Cabrera
2369,cabrera01,1989.0,11.0,5.0,Ramon,Cabrera
2370,cacekcr01,1954.0,9.0,10.0,Craig,Cacek
2371,cacered01,1964.0,6.0,6.0,Edgar,Caceres
2372,cadargr01,1962.0,2.0,27.0,Greg,Cadaret
2373,cadorle01,1891.0,11.0,20.0,Leon,Cadore
2374,cadych01,1864.0,12.0,22.0,Charlie,Cady
2375,cadyhi01,1886.0,1.0,26.0,Hick,Cady
2376,cafegto01,1911.0,8.0,21.0,Tom,Cafego
2377,caffijo01,1931.0,2.0,14.0,Joe,Caffie
2378,caffybe01,1879.0,2.0,10.0,Ben,Caffyn
2379,cagewa01,1951.0,11.0,23.0,Wayne,Cage
2380,cahiljo01,1865.0,4.0,30.0,John,Cahill
2381,cahilto01,1868.0,10.0,,Tom,Cahill
2382,cahiltr01,1988.0,3.0,1.0,Trevor,Cahill
2383,cainbo01,1924.0,10.0,16.0,Bob,Cain
2384,cainle01,1948.0,1.0,13.0,Les,Cain
2385,cainlo01,1986.0,4.0,13.0,Lorenzo,Cain
2386,cainma01,1984.0,10.0,1.0,Matt,Cain
2387,cainsu01,1907.0,4.0,5.0,Sugar,Cain
2388,cairnca01,1972.0,5.0,11.0,Cameron,Cairncross
2389,cairomi01,1974.0,5.0,4.0,Miguel,Cairo
2390,caithge01,1910.0,7.0,22.0,George,Caithamer
2391,caldeiv01,1962.0,3.0,19.0,Ivan,Calderon
2392,caldesa01,1926.0,2.0,6.0,Sam,Calderone
2393,caldwbr01,1906.0,2.0,8.0,Bruce,Caldwell
2394,caldwch01,1901.0,8.0,2.0,Charlie,Caldwell
2395,caldwea01,1905.0,4.0,9.0,Earl,Caldwell
2396,caldwmi01,1949.0,1.0,22.0,Mike,Caldwell
2397,caldwra01,1884.0,1.0,18.0,Ralph,Caldwell
2398,caldwra02,1888.0,4.0,26.0,Ray,Caldwell
2399,calerki01,1975.0,1.0,9.0,Kiko,Calero
2400,calhobi01,1890.0,6.0,23.0,Bill,Calhoun
2401,calhoja01,1879.0,12.0,14.0,Jack,Calhoun
2402,calhoje01,1958.0,4.0,11.0,Jeff,Calhoun
2403,calhoko01,1987.0,10.0,14.0,Kole,Calhoun
2404,calica01,1978.0,11.0,4.0,Carmen,Cali
2405,caligfr01,1918.0,10.0,22.0,Fred,Caligiuri
2406,calihwi01,1868.0,5.0,,Will,Calihan
2407,calixor01,1992.0,2.0,3.0,Orlando,Calixte
2408,callaal01,1983.0,4.0,19.0,Alberto,Callaspo
2409,callabe01,1957.0,5.0,19.0,Ben,Callahan
2410,callada01,1888.0,7.0,20.0,Dave,Callahan
2411,callaed01,1857.0,12.0,11.0,Ed,Callahan
2412,callafr01,1898.0,2.0,26.0,Frank,Callaway
2413,callaji01,1881.0,1.0,12.0,Jim,Callahan
2414,callajo01,1916.0,10.0,8.0,Joe,Callahan
2415,callajo02,1874.0,10.0,3.0,John,Callahan
2416,callale01,1890.0,8.0,9.0,Leo,Callahan
2417,callama01,1900.0,6.0,9.0,Marty,Callaghan
2418,callami01,1975.0,5.0,13.0,Mickey,Callaway
2419,callani01,1874.0,3.0,18.0,Jimmy,Callahan
2420,callapa01,,,,Pat,Callaghan
2421,callara01,1891.0,8.0,29.0,Ray,Callahan
2422,callawe01,1888.0,7.0,3.0,Wese,Callahan
2423,callijo01,1939.0,3.0,12.0,Johnny,Callison
2424,calloro01,1976.0,9.0,4.0,Ron,Calloway
2425,calmudi01,1944.0,1.0,7.0,Dick,Calmus
2426,calvema01,1956.0,9.0,29.0,Mark,Calvert
2427,calvepa01,1917.0,10.0,6.0,Paul,Calvert
2428,calvoja01,1894.0,6.0,11.0,Jack,Calvo
2429,calzana01,1977.0,2.0,9.0,Napoleon,Calzado
2430,camacer01,1955.0,2.0,1.0,Ernie,Camacho
2431,cambrfr01,1948.0,1.0,22.0,Fred,Cambria
2432,camelha01,1914.0,12.0,9.0,Hank,Camelli
2433,camerja01,1884.0,9.0,22.0,Jack,Cameron
2434,camerke01,1979.0,12.0,15.0,Kevin,Cameron
2435,camermi01,1973.0,1.0,8.0,Mike,Cameron
2436,camildo01,1907.0,4.0,23.0,Dolph,Camilli
2437,camildo02,1936.0,9.0,22.0,Doug,Camilli
2438,camillo01,1946.0,9.0,24.0,Lou,Camilli
2439,caminar01,1987.0,6.0,16.0,Arquimedes,Caminero
2440,caminke01,1963.0,4.0,21.0,Ken,Caminiti
2441,cammaer01,1975.0,8.0,14.0,Eric,Cammack
2442,camniha01,1884.0,10.0,26.0,Harry,Camnitz
2443,camniho01,1881.0,8.0,22.0,Howie,Camnitz
2444,campaal01,1916.0,11.0,2.0,Al,Campanis
2445,campabe01,1942.0,3.0,9.0,Bert,Campaneris
2446,campaco01,1863.0,10.0,17.0,Count,Campau
2447,campaji01,1944.0,2.0,9.0,Jim,Campanis
2448,camparo01,1921.0,11.0,19.0,Roy,Campanella
2449,campato01,1986.0,5.0,30.0,Tony,Campana
2450,campbar01,1903.0,10.0,20.0,Archie,Campbell
2451,campbbi01,1873.0,11.0,5.0,Billy,Campbell
2452,campbbi02,1948.0,8.0,9.0,Bill,Campbell
2453,campbbr01,1909.0,10.0,20.0,Bruce,Campbell
2454,campbbr02,1981.0,10.0,17.0,Brett,Campbell
2455,campbda01,1942.0,1.0,14.0,Dave,Campbell
2456,campbda02,1951.0,9.0,3.0,Dave,Campbell
2457,campber01,1987.0,4.0,9.0,Eric,Campbell
2458,campbgi01,1908.0,2.0,13.0,Gilly,Campbell
2459,campbhu01,1846.0,,,Hugh,Campbell
2460,campbhu02,1884.0,11.0,29.0,Marc,Campbell
2461,campbji01,1937.0,6.0,24.0,Jim,Campbell
2462,campbji02,1943.0,1.0,10.0,Jim,Campbell
2463,campbji03,1966.0,5.0,19.0,Jim,Campbell
2464,campbjo01,1907.0,9.0,13.0,John,Campbell
2465,campbjo02,1944.0,3.0,10.0,Joe,Campbell
2466,campbke01,1964.0,12.0,6.0,Kevin,Campbell
2467,campbmi01,1964.0,2.0,17.0,Mike,Campbell
2468,campbmi02,1850.0,8.0,1.0,Michael,Campbell
2469,campbpa01,1917.0,9.0,1.0,Paul,Campbell
2470,campbro01,1940.0,4.0,5.0,Ron,Campbell
2471,campbsa01,,,,Sam,Campbell
2472,campbso01,1915.0,3.0,7.0,Soup,Campbell
2473,campbvi01,1888.0,1.0,30.0,Vin,Campbell
2474,campeca01,1952.0,7.0,6.0,Cardell,Camper
2475,campfsa01,1868.0,2.0,19.0,Sal,Campfield
2476,campho01,1893.0,7.0,1.0,Howie,Camp
2477,campijo01,1978.0,8.0,10.0,Jorge,Campillo
2478,campisa01,1942.0,8.0,11.0,Sal,Campisi
2479,campki01,1869.0,12.0,8.0,Kid,Camp
2480,cample01,1868.0,2.0,23.0,Lew,Camp
2481,campofr01,1924.0,5.0,11.0,Frank,Campos
2482,campole01,1987.0,7.0,17.0,Leonel,Campos
2483,campri01,1953.0,6.0,10.0,Rick,Camp
2484,campsh01,1975.0,11.0,18.0,Shawn,Camp
2485,campusi01,1965.0,12.0,31.0,Sil,Campusano
2486,canalge01,1965.0,8.0,11.0,George,Canale
2487,canatwi01,1971.0,12.0,11.0,Willie,Canate
2488,canavhu01,1897.0,5.0,13.0,Hugh,Canavan
2489,canavji01,1866.0,11.0,26.0,Jim,Canavan
2490,cancero01,1976.0,5.0,4.0,Robinson,Cancel
2491,candaca01,1961.0,1.0,12.0,Casey,Candaele
2492,candejo01,1953.0,11.0,6.0,John,Candelaria
2493,candimi01,1917.0,8.0,3.0,Milo,Candini
2494,candito01,1957.0,8.0,31.0,Tom,Candiotti
2495,caneijo01,1952.0,10.0,7.0,John,Caneira
2496,cangejo01,1963.0,3.0,10.0,John,Cangelosi
2497,canhama01,1989.0,2.0,15.0,Mark,Canha
2498,canizba01,1979.0,11.0,21.0,Barbaro,Canizares
2499,canizja01,1973.0,7.0,4.0,Jay,Canizaro
2500,canneri01,1880.0,1.0,23.0,Rip,Cannell
2501,cannian01,1978.0,12.0,19.0,Andy,Cannizaro
2502,cannich01,1938.0,5.0,3.0,Chris,Cannizzaro
2503,cannojo01,1953.0,7.0,13.0,Joe,Cannon
2504,canojo01,1962.0,3.0,7.0,Jose,Cano
2505,canoro01,1982.0,10.0,22.0,Robinson,Cano
2506,cansejo01,1964.0,7.0,2.0,Jose,Canseco
2507,canseoz01,1964.0,7.0,2.0,Ozzie,Canseco
2508,cantijo99,1861.0,8.0,19.0,Joe,Cantillon
2509,cantrgu01,1904.0,4.0,9.0,Guy,Cantrell
2510,cantujo01,1982.0,1.0,30.0,Jorge,Cantu
2511,cantwbe01,1902.0,4.0,13.0,Ben,Cantwell
2512,cantwmi01,1894.0,6.0,15.0,Mike,Cantwell
2513,cantwto01,1888.0,12.0,23.0,Tom,Cantwell
2514,cantzba01,1860.0,1.0,29.0,Bart,Cantz
2515,canzlru01,1986.0,4.0,11.0,Russ,Canzler
2516,capeljo01,1981.0,1.0,13.0,Jose,Capellan
2517,capelmi01,1961.0,10.0,13.0,Mike,Capel
2518,capildo01,1952.0,1.0,7.0,Doug,Capilla
2519,cappsca01,1990.0,8.0,7.0,Carter,Capps
2520,cappsma01,1983.0,9.0,3.0,Matt,Capps
2521,cappuge01,1954.0,1.0,15.0,George,Cappuzzello
2522,caprabu01,1947.0,10.0,1.0,Buzz,Capra
2523,caprani01,1958.0,3.0,8.0,Nick,Capra
2524,capripa01,1918.0,11.0,27.0,Pat,Capri
2525,caprora01,1889.0,6.0,16.0,Ralph,Capron
2526,capuach01,1978.0,8.0,19.0,Chris,Capuano
2527,carabra01,1969.0,5.0,23.0,Ramon,Caraballo
2528,carawpa01,1905.0,9.0,26.0,Pat,Caraway
2529,carbijo01,1855.0,10.0,12.0,John,Carbine
2530,carbobe01,1947.0,8.0,5.0,Bernie,Carbo
2531,cardead01,1987.0,10.0,10.0,Adrian,Cardenas
2532,cardejo01,1921.0,5.0,19.0,John,Carden
2533,cardejo02,1943.0,10.0,7.0,Jose,Cardenal
2534,cardele01,1938.0,12.0,17.0,Leo,Cardenas
2535,cardico01,1942.0,3.0,30.0,Conrad,Cardinal
2536,cardobe01,1920.0,8.0,21.0,Ben,Cardoni
2537,cardoja01,1975.0,9.0,15.0,Javier,Cardona
2538,cardwdo01,1935.0,12.0,7.0,Don,Cardwell
2539,carewro01,1945.0,10.0,1.0,Rod,Carew
2540,careyan01,1931.0,10.0,18.0,Andy,Carey
2541,careyma01,1890.0,1.0,11.0,Max,Carey
2542,careypa01,1968.0,1.0,8.0,Paul,Carey
2543,careyro01,1865.0,,,Roger,Carey
2544,careysc01,1870.0,12.0,4.0,Scoops,Carey
2545,careyto01,1846.0,11.0,2.0,Tom,Carey
2546,careyto02,1906.0,10.0,11.0,Tom,Carey
2547,carfred01,1863.0,7.0,28.0,Ed,Carfrey
2548,cargobo01,1868.0,10.0,,Bobby,Cargo
2549,carides01,1983.0,10.0,28.0,Esmailin,Caridad
2550,carigan01,1986.0,7.0,23.0,Andrew,Carignan
2551,carisfr01,1881.0,11.0,14.0,Fred,Carisch
2552,carleji01,1848.0,8.0,20.0,Jim,Carleton
2553,carlete01,1906.0,8.0,19.0,Tex,Carleton
2554,carlfr01,1858.0,9.0,8.0,Fred,Carl
2555,carliji01,1918.0,2.0,23.0,Jim,Carlin
2556,carlilu01,1980.0,12.0,20.0,Luke,Carlin
2557,carliwa01,1881.0,7.0,6.0,Walter,Carlisle
2558,carlle01,1832.0,2.0,25.0,Lew,Carl
2559,carloci01,1940.0,9.0,17.0,Cisco,Carlos
2560,carlsda01,1970.0,1.0,26.0,Dan,Carlson
2561,carlsdo01,1926.0,10.0,15.0,Don,Carlsen
2562,carlsha01,1892.0,5.0,17.0,Hal,Carlson
2563,carlsje01,1980.0,12.0,31.0,Jesse,Carlson
2564,carlsle01,1895.0,2.0,17.0,Leon,Carlson
2565,carlssw01,1886.0,10.0,26.0,Swede,Carlstrom
2566,carltst01,1944.0,12.0,22.0,Steve,Carlton
2567,carlybu01,1977.0,12.0,21.0,Buddy,Carlyle
2568,carlycl01,1902.0,9.0,7.0,Cleo,Carlyle
2569,carlyro01,1900.0,12.0,10.0,Roy,Carlyle
2570,carmado01,1959.0,8.0,14.0,Don,Carman
2571,carmage01,1866.0,3.0,29.0,George,Carman
2572,carmedu01,1937.0,4.0,23.0,Duke,Carmel
2573,carmich01,1888.0,1.0,9.0,Chet,Carmichael
2574,carmofa01,1980.0,8.0,30.0,Roberto,Hernandez
2575,carmora01,1972.0,10.0,2.0,Rafael,Carmona
2576,carnebi01,1874.0,3.0,25.0,Bill,Carney
2577,carneed01,1916.0,10.0,21.0,Eddie,Carnett
2578,carnejo01,1866.0,11.0,10.0,Jack,Carney
2579,carnepa01,1876.0,8.0,7.0,Pat,Carney
2580,carpean01,1985.0,5.0,18.0,Drew,Carpenter
2581,carpebo01,1917.0,12.0,12.0,Bob,Carpenter
2582,carpebu01,1968.0,7.0,23.0,Bubba,Carpenter
2583,carpech01,1975.0,4.0,27.0,Chris,Carpenter
2584,carpech02,1985.0,12.0,26.0,Chris,Carpenter
2585,carpecr01,1965.0,4.0,5.0,Cris,Carpenter
2586,carpeda01,1985.0,7.0,15.0,David,Carpenter
2587,carpeda02,1987.0,9.0,1.0,David,Carpenter
2588,carpehi01,1855.0,8.0,16.0,Hick,Carpenter
2589,carpele01,1913.0,8.0,16.0,Lew,Carpenter
2590,carpema01,1985.0,11.0,26.0,Matt,Carpenter
2591,carpepa01,1894.0,8.0,12.0,Paul,Carpenter
2592,carpifr01,1938.0,9.0,14.0,Frank,Carpin
2593,carpmi01,1986.0,6.0,30.0,Mike,Carp
2594,carraal01,1912.0,7.0,24.0,Alex,Carrasquel
2595,carraca01,1987.0,3.0,21.0,Carlos,Carrasco
2596,carrach01,1926.0,1.0,23.0,Chico,Carrasquel
2597,carradj01,1977.0,4.0,12.0,D. J.,Carrasco
2598,carragi01,1968.0,3.0,4.0,Giovanni,Carrara
2599,carrahe01,1969.0,10.0,22.0,Hector,Carrasco
2600,carrch01,1876.0,12.0,27.0,Charlie,Carr
2601,carrch02,1967.0,8.0,10.0,Chuck,Carr
2602,carream01,1964.0,4.0,11.0,Amalio,Carreno
2603,carreca01,1937.0,8.0,6.0,Cam,Carreon
2604,carreez01,1987.0,6.0,11.0,Ezequiel,Carrera
2605,carrejo01,1987.0,3.0,7.0,Joel,Carreno
2606,carrema01,1963.0,7.0,19.0,Mark,Carreon
2607,carribi01,1873.0,9.0,5.0,Bill,Carrick
2608,carribi02,1883.0,10.0,22.0,Bill,Carrigan
2609,carrice01,1984.0,4.0,29.0,Cesar,Carrillo
2610,carrido01,1949.0,9.0,15.0,Don,Carrithers
2611,carrima01,1963.0,2.0,24.0,Matias,Carrillo
2612,carrle01,1872.0,8.0,15.0,Lew,Carr
2613,carrobr01,1982.0,10.0,3.0,Brett,Carroll
2614,carroch01,,,,,Carroll
2615,carrocl01,1859.0,10.0,18.0,Cliff,Carroll
2616,carrocl02,1941.0,5.0,2.0,Clay,Carroll
2617,carrodi01,1884.0,7.0,21.0,Dick,Carroll
2618,carrodi02,1891.0,5.0,19.0,Dixie,Carroll
2619,carrodo01,1891.0,12.0,28.0,Doc,Carroll
2620,carroed01,1907.0,7.0,27.0,Ed,Carroll
2621,carrofr01,1864.0,7.0,2.0,Fred,Carroll
2622,carroja01,1974.0,2.0,18.0,Jamey,Carroll
2623,carroow01,1902.0,11.0,11.0,Ownie,Carroll
2624,carropa01,1853.0,3.0,,Pat,Carroll
2625,carrosc01,1860.0,8.0,27.0,Scrappy,Carroll
2626,carrosc02,1984.0,9.0,24.0,Scott,Carroll
2627,carroto01,1936.0,9.0,17.0,Tom,Carroll
2628,carroto02,1952.0,11.0,5.0,Tom,Carroll
2629,carseki01,1872.0,10.0,22.0,Kid,Carsey
2630,carsoal01,1882.0,8.0,22.0,Al,Carson
2631,carsoki01,1912.0,11.0,15.0,Kit,Carson
2632,carsoma01,1981.0,7.0,1.0,Matt,Carson
2633,carsoro01,1989.0,1.0,23.0,Robert,Carson
2634,carswfr01,1919.0,11.0,6.0,Frank,Carswell
2635,cartean01,1968.0,11.0,9.0,Andy,Carter
2636,cartear01,1918.0,3.0,14.0,Arnold,Carter
2637,cartebl01,1902.0,9.0,30.0,Blackie,Carter
2638,cartech01,1982.0,9.0,16.0,Chris,Carter
2639,cartech02,1986.0,12.0,18.0,Chris,Carter
2640,cartega01,1954.0,4.0,8.0,Gary,Carter
2641,carteho01,1904.0,10.0,13.0,Howie,Carter
2642,carteje01,1964.0,12.0,3.0,Jeff,Carter
2643,cartejo01,1960.0,3.0,7.0,Joe,Carter
2644,cartela01,1965.0,5.0,22.0,Larry,Carter
2645,cartela02,1974.0,12.0,18.0,Lance,Carter
2646,carteni01,1879.0,5.0,19.0,Nick,Carter
2647,cartepa01,1894.0,5.0,1.0,Paul,Carter
2648,carteso01,1908.0,12.0,23.0,Sol,Carter
2649,cartest01,1964.0,12.0,3.0,Steve,Carter
2650,cartwal99,1820.0,4.0,17.0,Alexander,Cartwright
2651,cartwed01,1859.0,10.0,6.0,Ed,Cartwright
2652,cartyri01,1939.0,9.0,1.0,Rico,Carty
2653,carusmi01,1977.0,5.0,27.0,Mike,Caruso
2654,carutbo01,1864.0,1.0,5.0,Bob,Caruthers
2655,carvama01,1984.0,8.0,19.0,Marcos,Carvajal
2656,carych01,1960.0,3.0,3.0,Chuck,Cary
2657,carysc01,1923.0,4.0,11.0,Scott,Cary
2658,casalcu01,1988.0,11.0,9.0,Curt,Casali
2659,casalje01,1933.0,9.0,27.0,Jerry,Casale
2660,casanpa01,1941.0,12.0,21.0,Paul,Casanova
2661,casanra01,1972.0,8.0,23.0,Raul,Casanova
2662,cascajo01,1907.0,6.0,28.0,Joe,Cascarella
2663,casech01,1879.0,9.0,7.0,Charlie,Case
2664,casege01,1915.0,11.0,11.0,George,Case
2665,caseybi01,,,,Tommy,Casey
2666,caseybo01,1859.0,1.0,26.0,Bob,Casey
2667,caseyda01,1862.0,11.0,20.0,Dan,Casey
2668,caseyde01,1858.0,3.0,30.0,Dennis,Casey
2669,caseydo01,1870.0,3.0,15.0,Doc,Casey
2670,caseyhu01,1913.0,10.0,14.0,Hugh,Casey
2671,caseyjo01,1887.0,8.0,15.0,Joe,Casey
2672,caseyse01,1974.0,7.0,2.0,Sean,Casey
2673,cashda01,1948.0,6.0,11.0,Dave,Cash
2674,cashica01,1891.0,6.0,6.0,Carl,Cashion
2675,cashke01,1977.0,12.0,6.0,Kevin,Cash
2676,cashnan01,1986.0,9.0,11.0,Andrew,Cashner
2677,cashno01,1934.0,11.0,10.0,Norm,Cash
2678,cashro01,1949.0,11.0,20.0,Ron,Cash
2679,casiala01,1965.0,10.0,28.0,Larry,Casian
2680,casilal01,1984.0,7.0,20.0,Alexi,Casilla
2681,casimca01,1976.0,11.0,8.0,Carlos,Casimiro
2682,caskecr01,1949.0,12.0,11.0,Craig,Caskey
2683,caskied01,1851.0,12.0,30.0,Ed,Caskin
2684,cassaha01,1880.0,7.0,20.0,Harry,Cassady
2685,cassebo01,1985.0,9.0,11.0,Bobby,Cassevah
2686,casseja01,1980.0,8.0,8.0,Jack,Cassel
2687,cassied01,1867.0,11.0,28.0,Ed,Cassian
2688,cassija01,1919.0,10.0,26.0,Jack,Cassini
2689,cassijo01,1855.0,,,John,Cassidy
2690,cassijo02,1883.0,2.0,8.0,Joe,Cassidy
2691,cassipe01,1873.0,4.0,8.0,Pete,Cassidy
2692,cassisc01,1975.0,10.0,3.0,Scott,Cassidy
2693,casteal01,1986.0,8.0,4.0,Alex,Castellanos
2694,castege01,1907.0,8.0,4.0,George,Caster
2695,casteni01,1992.0,3.0,4.0,Nick,Castellanos
2696,castepe01,1970.0,3.0,11.0,Pedro,Castellano
2697,castial01,1970.0,2.0,10.0,Alberto,Castillo
2698,castial02,1975.0,7.0,5.0,Alberto,Castillo
2699,castibo01,1955.0,4.0,18.0,Bobby,Castillo
2700,castibr01,1968.0,5.0,13.0,Braulio,Castillo
2701,castica01,1958.0,6.0,8.0,Carmelo,Castillo
2702,castica02,1975.0,4.0,21.0,Carlos,Castillo
2703,castifr01,1969.0,4.0,1.0,Frank,Castillo
2704,castiji01,1918.0,9.0,30.0,Jim,Castiglia
2705,castijo01,1954.0,10.0,23.0,John,Castino
2706,castijo02,1981.0,3.0,19.0,Jose,Castillo
2707,castiju01,1962.0,1.0,25.0,Juan,Castillo
2708,castiju02,1970.0,6.0,23.0,Juan,Castillo
2709,castile01,1989.0,4.0,8.0,Lendy,Castillo
